Tabel 2.  Gemiddeld aantal personenauto's per huishouden naar wijk, 1 januari 2023;;;;;
;;;;;
Wijknaam  ;Wijkcode ;Gemeentenaam;Gemeentecode ;Personenauto's per huishouden (afgerond);
Laren;WK041703  ;Laren                                   ;GM0417;1,2;
Medemblik;WK042001  ;Medemblik                               ;GM0420;1,1;
Opperdoes;WK042002  ;Medemblik                               ;GM0420;1,2;
Twisk;WK042003  ;Medemblik                               ;GM0420;1,4;
Lambertschaag;WK042004  ;Medemblik                               ;GM0420;1,5;
Abbekerk;WK042005  ;Medemblik                               ;GM0420;1,3;
Sijbekarspel;WK042006  ;Medemblik                               ;GM0420;1,4;
Benningbroek;WK042007  ;Medemblik                               ;GM0420;1,3;
Wognum;WK042008  ;Medemblik                               ;GM0420;1,2;
Zwaagdijk-West;WK042009  ;Medemblik                               ;GM0420;1,3;
Nibbixwoud;WK042010  ;Medemblik                               ;GM0420;1,2;
Midwoud;WK042011  ;Medemblik                               ;GM0420;1,2;
Oostwoud;WK042012  ;Medemblik                               ;GM0420;1,2;
Hauwert;WK042013  ;Medemblik                               ;GM0420;1,3;
Zwaagdijk-Oost;WK042014  ;Medemblik                               ;GM0420;1,2;
Wervershoof;WK042015  ;Medemblik                               ;GM0420;1,1;
Andijk;WK042016  ;Medemblik                               ;GM0420;1,2;
Wijk 00;WK043100  ;Oostzaan                                ;GM0431;1,1;
Opmeer;WK043201  ;Opmeer                                  ;GM0432;1,2;
Spanbroek;WK043202  ;Opmeer                                  ;GM0432;1,1;
Hoogwoud;WK043203  ;Opmeer                                  ;GM0432;1,4;
Aartswoud;WK043204  ;Opmeer                                  ;GM0432;1,4;
De Weere;WK043205  ;Opmeer                                  ;GM0432;1,5;
Wijk 00;WK043700  ;Ouder-Amstel                            ;GM0437;0,9;
Wijk 01 Centrum;WK043901  ;Purmerend                               ;GM0439;0,7;
Wijk 02 Overwhere;WK043902  ;Purmerend                               ;GM0439;0,9;
Wijk 03 Wheermolen;WK043903  ;Purmerend                               ;GM0439;0,8;
Wijk 04 Gors;WK043904  ;Purmerend                               ;GM0439;0,9;
Wijk 05 Purmer-Noord;WK043905  ;Purmerend                               ;GM0439;0,9;
Wijk 06 Purmer-Zuid;WK043906  ;Purmerend                               ;GM0439;1,1;
Wijk 07 Weidevenne;WK043907  ;Purmerend                               ;GM0439;1,0;
Beemster;WK043908  ;Purmerend                               ;GM0439;1,2;
Schagerbrug;WK044101  ;Schagen                                 ;GM0441;1,3;
Schagen-Zuid;WK044102  ;Schagen                                 ;GM0441;1,1;
Burgerbrug;WK044103  ;Schagen                                 ;GM0441;1,4;
Sint Maarten;WK044104  ;Schagen                                 ;GM0441;1,3;
Warmenhuizen;WK044105  ;Schagen                                 ;GM0441;1,2;
Tuitjenhorn;WK044106  ;Schagen                                 ;GM0441;1,2;
Waarland;WK044107  ;Schagen                                 ;GM0441;1,3;
Dirkshorn;WK044108  ;Schagen                                 ;GM0441;1,2;
Oudesluis;WK044109  ;Schagen                                 ;GM0441;1,4;
Schagen-Centrum;WK044110  ;Schagen                                 ;GM0441;0,9;
Petten;WK044111  ;Schagen                                 ;GM0441;1,3;
Sint Maartensbrug;WK044112  ;Schagen                                 ;GM0441;1,4;
t Zand;WK044113  ;Schagen                                 ;GM0441;1,3;
Sint Maartensvlotbrug;WK044114  ;Schagen                                 ;GM0441;0,8;
Callantsoog;WK044115  ;Schagen                                 ;GM0441;1,2;
Schagen-West;WK044116  ;Schagen                                 ;GM0441;1,1;
Schagen-Oost;WK044117  ;Schagen                                 ;GM0441;1,1;
Schagen-Noord;WK044118  ;Schagen                                 ;GM0441;1,0;
Wijk 00 Het Oude Land en duingebied;WK044800  ;Texel                                   ;GM0448;1,0;
Wijk 01 Het Nieuwe Land;WK044801  ;Texel                                   ;GM0448;1,2;
Wijk 00 Uitgeest;WK045000  ;Uitgeest                                ;GM0450;1,1;
Wijk 15 Dorpscentrum;WK045115  ;Uithoorn                                ;GM0451;1,0;
Wijk 25 Thamerdal;WK045125  ;Uithoorn                                ;GM0451;0,9;
Wijk 35 Zijdelwaard;WK045135  ;Uithoorn                                ;GM0451;0,9;
Wijk 45 Legmeer;WK045145  ;Uithoorn                                ;GM0451;1,1;
Wijk 50 Langs de Vuurlinie;WK045150  ;Uithoorn                                ;GM0451;1,2;
Wijk 55 Veilinggebied;WK045155  ;Uithoorn                                ;GM0451;0,4;
Wijk 65 Meerwijk;WK045165  ;Uithoorn                                ;GM0451;1,2;
Wijk 75 Bedrijventerrein;WK045175  ;Uithoorn                                ;GM0451;1,4;
Wijk 85 Meerwijk;WK045185  ;Uithoorn                                ;GM0451;1,2;
Wijk 90 Glastuinbouwgebied;WK045190  ;Uithoorn                                ;GM0451;1,1;
Wijk 95 Veenweidegebied;WK045195  ;Uithoorn                                ;GM0451;.;
Wijk 00 Velsen-Zuid en Driehuis;WK045300  ;Velsen                                  ;GM0453;1,2;
Wijk 01 IJmuiden-Noord;WK045301  ;Velsen                                  ;GM0453;0,9;
Wijk 02 IJmuiden-Zuid;WK045302  ;Velsen                                  ;GM0453;0,9;
Wijk 03 IJmuiden-West;WK045303  ;Velsen                                  ;GM0453;0,9;
Wijk 04 Zee- en Duinwijk;WK045304  ;Velsen                                  ;GM0453;0,9;
Wijk 05 Velsen-Noord;WK045305  ;Velsen                                  ;GM0453;0,9;
Wijk 06 Santpoort-Noord;WK045306  ;Velsen                                  ;GM0453;1,1;
Wijk 07 Santpoort-Zuid;WK045307  ;Velsen                                  ;GM0453;1,1;
Wijk 08 Velserbroek;WK045308  ;Velsen                                  ;GM0453;1,2;
Wijk 09 Spaarndammerpolder;WK045309  ;Velsen                                  ;GM0453;1,0;
Zandvoort Noord;WK047301  ;Zandvoort                               ;GM0473;0,8;
Zandvoort Zuid;WK047302  ;Zandvoort                               ;GM0473;0,9;
Bentveld;WK047303  ;Zandvoort                               ;GM0473;1,2;
Buitengebied;WK047304  ;Zandvoort                               ;GM0473;.;
Wijk 11 Zaandam Zuid;WK047911  ;Zaanstad                                ;GM0479;0,7;
Wijk 12 Poelenburg;WK047912  ;Zaanstad                                ;GM0479;0,8;
Wijk 13 Pelders- en Hoornseveld;WK047913  ;Zaanstad                                ;GM0479;0,8;
Wijk 14 Rosmolenwijk;WK047914  ;Zaanstad                                ;GM0479;0,7;
Wijk 15 Kogerveldwijk;WK047915  ;Zaanstad                                ;GM0479;0,8;
Wijk 16 Zaandam Noord;WK047916  ;Zaanstad                                ;GM0479;1,0;
Wijk 21 Oude Haven;WK047921  ;Zaanstad                                ;GM0479;0,7;
Wijk 22 Zaandam West;WK047922  ;Zaanstad                                ;GM0479;0,7;
Wijk 23 Nieuw West;WK047923  ;Zaanstad                                ;GM0479;0,9;
Wijk 31 Oud Koog a/d Zaan;WK047931  ;Zaanstad                                ;GM0479;0,8;
Wijk 32 Westerkoog;WK047932  ;Zaanstad                                ;GM0479;1,0;
Wijk 41 Oud Zaandijk;WK047941  ;Zaanstad                                ;GM0479;0,8;
Wijk 42 Rooswijk;WK047942  ;Zaanstad                                ;GM0479;1,0;
Wijk 51 Wormerveer;WK047951  ;Zaanstad                                ;GM0479;0,9;
Wijk 61 Krommenie Oost;WK047961  ;Zaanstad                                ;GM0479;0,9;
Wijk 62 Krommenie West;WK047962  ;Zaanstad                                ;GM0479;1,1;
Wijk 71 Assendelft-Zuid;WK047971  ;Zaanstad                                ;GM0479;1,2;
Wijk 72 Assendelft-Noord;WK047972  ;Zaanstad                                ;GM0479;1,2;
Wijk 81 Westzaan;WK047981  ;Zaanstad                                ;GM0479;1,2;
Wijk 01 Centrum;WK048201  ;Alblasserdam                            ;GM0482;1,0;
Wijk 02 Kinderdijk;WK048202  ;Alblasserdam                            ;GM0482;1,0;
Wijk 03 Blokweer;WK048203  ;Alblasserdam                            ;GM0482;1,1;
Wijk 04 Souburgh;WK048204  ;Alblasserdam                            ;GM0482;1,0;
Wijk 05 Bedrijventerrein;WK048205  ;Alblasserdam                            ;GM0482;0,3;
Wijk 06 Landelijk gebied;WK048206  ;Alblasserdam                            ;GM0482;1,0;
Oudshoorn;WK048401  ;Alphen aan den Rijn                     ;GM0484;1,1;
Ridderveld;WK048402  ;Alphen aan den Rijn                     ;GM0484;0,9;
Zegersloot;WK048403  ;Alphen aan den Rijn                     ;GM0484;1,0;
Hoorn;WK048404  ;Alphen aan den Rijn                     ;GM0484;0,8;
Hoge Zijde;WK048405  ;Alphen aan den Rijn                     ;GM0484;0,9;
Lage Zijde;WK048406  ;Alphen aan den Rijn                     ;GM0484;1,0;
Steekterpolder;WK048407  ;Alphen aan den Rijn                     ;GM0484;1,3;
Kerk en Zanen;WK048408  ;Alphen aan den Rijn                     ;GM0484;1,1;
Rietveld;WK048409  ;Alphen aan den Rijn                     ;GM0484;.;
Benthuizen;WK048431  ;Alphen aan den Rijn                     ;GM0484;1,2;
Aarlanderveen;WK048445  ;Alphen aan den Rijn                     ;GM0484;1,3;
Boskoop;WK048470  ;Alphen aan den Rijn                     ;GM0484;1,1;
Zwammerdam;WK048471  ;Alphen aan den Rijn                     ;GM0484;1,2;
Hazerswoude-Dorp;WK048491  ;Alphen aan den Rijn                     ;GM0484;1,2;
Hazerswoude-Rijndijk;WK048494  ;Alphen aan den Rijn                     ;GM0484;1,1;
Koudekerk aan den Rijn;WK048496  ;Alphen aan den Rijn                     ;GM0484;1,2;
Wijk 01 Centrum;WK048901  ;Barendrecht                             ;GM0489;0,9;
Wijk 02 Noord;WK048902  ;Barendrecht                             ;GM0489;0,9;
Wijk 03 Binnenland;WK048903  ;Barendrecht                             ;GM0489;1,0;
Wijk 04 Oranjewijk;WK048904  ;Barendrecht                             ;GM0489;1,2;
Wijk 05 Buitenoord;WK048905  ;Barendrecht                             ;GM0489;1,0;
Wijk 06 Ter Leede;WK048906  ;Barendrecht                             ;GM0489;1,3;
Wijk 07 Paddewei;WK048907  ;Barendrecht                             ;GM0489;1,0;
Wijk 08 Molenvliet;WK048908  ;Barendrecht                             ;GM0489;1,1;
Wijk 09 Nieuweland;WK048909  ;Barendrecht                             ;GM0489;1,2;
Wijk 10 Dorpzicht;WK048910  ;Barendrecht                             ;GM0489;1,2;
Wijk 11 Bijdorp;WK048911  ;Barendrecht                             ;GM0489;1,2;
Wijk 12 Smitshoek;WK048912  ;Barendrecht                             ;GM0489;1,2;
Wijk 13 Voordijk;WK048913  ;Barendrecht                             ;GM0489;1,4;
Wijk 14 Meerwede;WK048914  ;Barendrecht                             ;GM0489;1,0;
Wijk 15 Waterkant;WK048915  ;Barendrecht                             ;GM0489;1,2;
Wijk 16 Havenkwartier;WK048916  ;Barendrecht                             ;GM0489;1,1;
Wijk 17 Gaatkensoog;WK048917  ;Barendrecht                             ;GM0489;1,2;
Wijk 18 Riederhoek;WK048918  ;Barendrecht                             ;GM0489;1,2;
Wijk 19 Vrijheidsakker;WK048919  ;Barendrecht                             ;GM0489;1,3;
Wijk 20 Vrijenburg;WK048920  ;Barendrecht                             ;GM0489;1,2;
Wijk 30 Buitengebied Noord;WK048930  ;Barendrecht                             ;GM0489;1,6;
Wijk 31 Buitengebied Zuid;WK048931  ;Barendrecht                             ;GM0489;1,2;
Wijk 50 Bedrijventerreinen;WK048950  ;Barendrecht                             ;GM0489;0,9;
Hoogkarspel;WK049800  ;Drechterland                            ;GM0498;1,1;
Westwoud;WK049801  ;Drechterland                            ;GM0498;1,3;
Oosterblokker;WK049802  ;Drechterland                            ;GM0498;1,3;
Venhuizen;WK049803  ;Drechterland                            ;GM0498;1,2;
Wijdenes;WK049804  ;Drechterland                            ;GM0498;1,4;
Schellinkhout;WK049805  ;Drechterland                            ;GM0498;1,3;
Hem;WK049806  ;Drechterland                            ;GM0498;1,2;
Oosterleek;WK049807  ;Drechterland                            ;GM0498;.;
Capelle West en 's Gravenland;WK050201  ;Capelle aan den IJssel                  ;GM0502;1,1;
Middelwatering West;WK050202  ;Capelle aan den IJssel                  ;GM0502;0,9;
Middelwatering Oost;WK050203  ;Capelle aan den IJssel                  ;GM0502;0,7;
Oostgaarde Zuid;WK050204  ;Capelle aan den IJssel                  ;GM0502;0,9;
Oostgaarde Noord;WK050205  ;Capelle aan den IJssel                  ;GM0502;0,8;
Schenkel;WK050206  ;Capelle aan den IJssel                  ;GM0502;0,8;
Schollevaar Zuid;WK050207  ;Capelle aan den IJssel                  ;GM0502;0,9;
Schollevaar Noord;WK050208  ;Capelle aan den IJssel                  ;GM0502;1,0;
Rivium;WK050209  ;Capelle aan den IJssel                  ;GM0502;0,9;
Wijk 11 Binnenstad;WK050311  ;Delft                                   ;GM0503;0,3;
Wijk 12 Vrijenban;WK050312  ;Delft                                   ;GM0503;0,6;
Wijk 13 Hof van Delft;WK050313  ;Delft                                   ;GM0503;0,5;
Wijk 14 Voordijkshoorn;WK050314  ;Delft                                   ;GM0503;0,8;
Wijk 16 Delftse Hout;WK050316  ;Delft                                   ;GM0503;.;
Wijk 22 Tanthof-West;WK050322  ;Delft                                   ;GM0503;0,9;
Wijk 23 Tanthof-Oost;WK050323  ;Delft                                   ;GM0503;0,8;
Wijk 24 Voorhof;WK050324  ;Delft                                   ;GM0503;0,4;
Wijk 25 Buitenhof;WK050325  ;Delft                                   ;GM0503;0,6;
Wijk 26 Abtswoude;WK050326  ;Delft                                   ;GM0503;.;
Wijk 27 Schieweg;WK050327  ;Delft                                   ;GM0503;0,7;
Wijk 28 Wippolder;WK050328  ;Delft                                   ;GM0503;0,4;
Wijk 29 Ruiven;WK050329  ;Delft                                   ;GM0503;0,7;
Wijk 01 Binnenstad;WK050501  ;Dordrecht                               ;GM0505;0,6;
Wijk 02 Noordflank;WK050502  ;Dordrecht                               ;GM0505;0,7;
Wijk 03 Oud Krispijn;WK050503  ;Dordrecht                               ;GM0505;0,9;
Wijk 04 Nieuw-krispijn;WK050504  ;Dordrecht                               ;GM0505;0,7;
Wijk 05 Het Reeland;WK050505  ;Dordrecht                               ;GM0505;0,9;
Wijk 06 Staart;WK050506  ;Dordrecht                               ;GM0505;0,8;
Wijk 07 Wielwijk;WK050507  ;Dordrecht                               ;GM0505;0,8;
Wijk 08 Crabbehof/Zuidhoven;WK050508  ;Dordrecht                               ;GM0505;0,7;
Wijk 09 Sterrenburg;WK050509  ;Dordrecht                               ;GM0505;1,0;
Wijk 10 Dubbeldam;WK050510  ;Dordrecht                               ;GM0505;1,1;
Wijk 11 Stadspolders;WK050511  ;Dordrecht                               ;GM0505;1,1;
Wijk 19 Industriegebied West;WK050519  ;Dordrecht                               ;GM0505;1,1;
Wijk 98 Verspreide bebouwing;WK050598  ;Dordrecht                               ;GM0505;1,3;
Wijk 01 Gorinchem binnenstad;WK051201  ;Gorinchem                               ;GM0512;0,7;
Wijk 02 Wijdschild;WK051202  ;Gorinchem                               ;GM0512;1,2;
Wijk 03 Lingewijk;WK051203  ;Gorinchem                               ;GM0512;1,0;
Wijk 04 haarwijk;WK051204  ;Gorinchem                               ;GM0512;0,9;
Wijk 05 Stalkaarsen;WK051205  ;Gorinchem                               ;GM0512;0,9;
Wijk 06 Gildenwijk;WK051206  ;Gorinchem                               ;GM0512;0,7;
Wijk 07 Schelluinsestraat;WK051207  ;Gorinchem                               ;GM0512;0,6;
Wijk 08 Avelingen Oost;WK051208  ;Gorinchem                               ;GM0512;.;
Wijk 09 Avelingen West;WK051209  ;Gorinchem                               ;GM0512;.;
Wijk 10 Molenvliet;WK051210  ;Gorinchem                               ;GM0512;.;
Wijk 11 laag Dalem;WK051211  ;Gorinchem                               ;GM0512;1,2;
Wijk 12 Dalem;WK051212  ;Gorinchem                               ;GM0512;1,3;
